tiempo total: 0:00:35.266278
tiempo de traduccion: 1900-01-01 00:00:00.016558
tiempo de construccion de homomorfismos 1900-01-01 00:00:00.071923
tiempo de ejecucion consulta SQL 1900-01-01 00:00:00.009589
tiempo creacion kb: 0:00:01.009957
tiempo para responder consulta: 0:00:29.023667
         84147746 function calls (83634982 primitive calls) in 35.429 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1369    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        4    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       42    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        7    0.000    0.000    0.000    0.000 OntQuery.py:33(__str__)
        1    0.000    0.000    0.000    0.000 yacc.py:62(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:381(_create_)
        2    0.000    0.000    0.000    0.000 NetDERQuery.py:23(get_disjoint_queries)
      192    0.000    0.000    0.000    0.000 lex.py:521(_statetoken)
        4    0.000    0.000    0.000    0.000 OntQuery.py:14(get_variables)
       42    0.000    0.000    0.000    0.000 ntpath.py:180(split)
       65    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
      390    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
      464    0.000    0.000    0.000    0.000 enum.py:557(__new__)
       22    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        8    0.000    0.000    0.000    0.000 yacc.py:2796(signature)
       14    0.000    0.000    0.000    0.000 __init__.py:299(loads)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
       14    0.000    0.000    0.000    0.000 ir_generator.py:733(conjunctIR)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       76    0.000    0.000    0.000    0.000 lex.py:304(token)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
        1    0.000    0.000    0.000    0.000 NetDiffEdge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 NetCompTarget.py:1(<module>)
      590    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      565    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.000    0.000 interval.py:1(<module>)
      378    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 sortedset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GlobalLabel.py:1(<module>)
       51    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       96    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.000    0.000 NetDiffGraph.py:1(<module>)
      252    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
      449    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       14    0.000    0.000    0.000    0.000 decoder.py:332(decode)
      126    0.000    0.000    0.000    0.000 schema.py:37(gatherPrimaryKeys)
        1    0.000    0.000    0.000    0.000 NetDiffInterpretation.py:1(<module>)
      946    0.000    0.000    0.000    0.000 Label.py:4(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
        8    0.000    0.000    0.000    0.000 ir.py:48(accept)
        1    0.000    0.000    0.000    0.000 GRE.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      449    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.000    0.000 const.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sortedset.py:36(SortedSet)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       41    0.000    0.000    0.000    0.000 enum.py:828(__and__)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
       29    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       14    0.000    0.000    0.000    0.000 ir_generator.py:628(extendRelationAttributePairs)
       22    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
       22    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       12    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 NetDERChase.py:16(__init__)
       23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       65    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
      608    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      231    0.000    0.000    0.000    0.000 types.py:171(__get__)
    29/27    0.000    0.000    0.000    0.000 ir_node.py:6(accept)
      272    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      139    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
    67/39    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      335    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
       21    0.000    0.000    0.000    0.000 parser.py:170(p_term_variable)
        2    0.000    0.000    0.000    0.000 visit.py:12(f)
        1    0.000    0.000    0.000    0.000 ir_generator.py:14(IRGenerator)
        2    0.000    0.000    0.000    0.000 visit.py:33(__init__)
      257    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
      408    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 sortedlist.py:85(SortedList)
      409    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       36    0.000    0.000    0.000    0.000 enum.py:64(__setitem__)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 sorteddict.py:1(<module>)
       14    0.000    0.000    0.000    0.000 Term.py:20(__hash__)
        8    0.000    0.000    0.000    0.000 n_arity_application_node.py:15(generateSymbolTable)
      272    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      773    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      954    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      208    0.000    0.000    0.000    0.000 yacc.py:1226(__init__)
        1    0.000    0.000    0.000    0.000 parsetab.py:4(<module>)
        9    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:1057(getargspec)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
       22    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 sql_generator.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      145    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        1    0.000    0.000    0.000    0.000 subprocess.py:191(Close)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        3    0.000    0.000    0.000    0.000 enum.py:785(_missing_)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        4    0.000    0.000    0.000    0.000 enum.py:171(<setcomp>)
      505    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      168    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       22    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
      773    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      220    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 enum.py:792(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 sortedlist.py:1546(__make_cmp)
        1    0.000    0.000    0.000    0.000 sql_generator.py:11(SQLGenerator)
       59    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
       48    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 inspect.py:1090(getfullargspec)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1156(_get_parent_path)
      661    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      210    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       22    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       30    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        6    0.000    0.000    0.000    0.000 sortedset.py:269(__make_cmp)
  135/108    0.000    0.000    0.000    0.000 symtable.py:33(lookup)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        8    0.000    0.000    0.000    0.000 lex.py:427(get_caller_module_dict)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       43    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
        6    0.000    0.000    0.000    0.000 NetDiffWorld.py:43(__str__)
      146    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       77    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        8    0.000    0.000    0.000    0.000 yacc.py:1870(bind_callables)
       43    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       20    0.000    0.000    0.000    0.000 ir_generator.py:608(bind)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        6    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
       91    0.000    0.000    0.000    0.000 re.py:268(escape)
       44    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 subprocess.py:517(list2cmdline)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      212    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       44    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 relation_node.py:1(<module>)
       39    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       20    0.000    0.000    0.000    0.000 variable_node.py:34(bindTo)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        6    0.000    0.000    0.000    0.000 interval.py:598(__repr__)
        8    0.000    0.000    0.000    0.000 parser.py:104(p_atomic_formula_predicate)
       44    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
      446    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 variable_node.py:19(generateSymbolTable)
       34    0.000    0.000    0.000    0.000 ir.py:16(addRelationAttributePair)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        8    0.000    0.000    0.000    0.000 ntpath.py:203(splitext)
       14    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
      126    0.000    0.000    0.000    0.000 schema.py:43(gatherColumns)
      232    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ir_generator.py:546(visit)
        2    0.000    0.000    0.000    0.000 inspect.py:2206(_signature_from_callable)
       14    0.000    0.000    0.000    0.000 ir.py:23(addRelationAttributePairs)
        2    0.000    0.000    0.000    0.000 thereexists_node.py:16(generateSymbolTable)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
      327    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       27    0.000    0.000    0.000    0.000 visit.py:19(f)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
       39    0.000    0.000    0.000    0.000 variable_node.py:51(getBoundValue)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
      478    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 enum.py:119(__prepare__)
        8    0.000    0.000    0.000    0.000 yacc.py:2702(get_caller_module_dict)
        8    0.000    0.000    0.000    0.000 functools.py:33(update_wrapper)
        1    0.000    0.000    0.000    0.000 relation_node.py:3(RelationNode)
       42    0.000    0.000    0.000    0.000 enum.py:368(__setattr__)
        1    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:2112(_signature_from_function)
       49    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
      145    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 enum.py:451(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      201    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       26    0.000    0.000    0.000    0.000 ir_generator.py:562(popNode)
        1    0.000    0.000    0.000    0.000 subprocess.py:1097(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 NetDERRule.py:1(<module>)
        8    0.000    0.000    0.000    0.000 lex.py:653(<listcomp>)
       21    0.000    0.000    0.000    0.000 variable_node.py:11(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 Label.py:1(<module>)
      166    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      105    0.000    0.000    0.000    0.000 relation_node.py:14(getAlias)
      152    0.000    0.000    0.000    0.000 lex.py:720(<lambda>)
      260    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       52    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      400    0.000    0.000    0.000    0.000 yacc.py:94(func_code)
      216    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       19    0.000    0.000    0.000    0.000 sql_generator.py:70(visit)
        8    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       20    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
       10    0.000    0.000    0.000    0.000 enum.py:473(_get_mixins_)
      136    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 sortedlist.py:61(decorating_function)
      208    0.000    0.000    0.000    0.000 yacc.py:1240(bind)
       41    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       20    0.000    0.000    0.000    0.000 variable_node.py:58(isFree)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
      200    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       82    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 variable_node.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        8    0.000    0.000    0.000    0.000 re.py:323(_subx)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(_find_parent_path_names)
       24    0.000    0.000    0.000    0.000 lex.py:712(<lambda>)
    31/26    0.000    0.000    0.000    0.000 symtable.py:27(addGlobal)
      105    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 enum.py:505(_find_new_)
        1    0.000    0.000    0.000    0.000 ir_generator.py:428(visit)
        8    0.000    0.000    0.000    0.000 predicate_node.py:14(__init__)
       91    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        5    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 parser_exceptions.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        5    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 const.py:4(Bound)
       36    0.000    0.000    0.000    0.000 node.py:11(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       64    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        8    0.000    0.000    0.000    0.000 lex.py:115(__init__)
      152    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 re.py:313(_compile_repl)
        1    0.000    0.000    0.000    0.000 NetDiffWorld.py:1(<module>)
      3/1    0.000    0.000    0.000    0.000 node.py:42(generateSymbolTable)
      261    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
        2    0.000    0.000    0.000    0.000 random.py:123(seed)
      168    0.000    0.000    0.000    0.000 lex.py:54(func_code)
        1    0.000    0.000    0.000    0.000 ELocalLabel.py:1(<module>)
        8    0.000    0.000    0.000    0.000 lex.py:609(validate_literals)
      195    0.000    0.000    0.000    0.000 enum.py:659(value)
       31    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 sorteddict.py:39(SortedDict)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
      244    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       69    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.000    0.000 ir_generator.py:675(combineConstraints)
       36    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 null_node.py:1(<module>)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
       36    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
        1    0.000    0.000    0.000    0.000 AbstractAgregationFunction.py:1(<module>)
       41    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 variable_declaration_node.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 ir_generator.py:40(visit)
       14    0.000    0.000    0.000    0.000 ir_generator.py:654(combineRelations)
        1    0.000    0.000    0.000    0.000 NetDEREGD.py:1(<module>)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       10    0.000    0.000    0.000    0.000 enum.py:484(_find_data_type)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        4    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 func.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parser.py:92(p_formula_thereexists)
      124    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       47    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       19    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       14    0.000    0.000    0.000    0.000 ir_generator.py:694(combineBindConstraints)
       12    0.000    0.000    0.000    0.000 parser.py:154(p_term_list)
       29    0.000    0.000    0.000    0.000 inspect.py:1508(currentframe)
        3    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.000    0.000 or_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iff_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 implies_node.py:1(<module>)
      9/5    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 sql_generator.py:28(visit)
        8    0.000    0.000    0.000    0.000 lex.py:545(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       89    0.000    0.000    0.000    0.000 yacc.py:197(__getitem__)
        1    0.000    0.000    0.000    0.000 ir.py:1(<module>)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 difference_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql_generator.py:134(visit)
        1    0.000    0.000    0.000    0.000 Term.py:2(Term)
        8    0.000    0.000    0.000    0.000 yacc.py:2806(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 n_arity_application_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Equal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001E5F870D700}
        1    0.000    0.000    0.000    0.000 sortedlist.py:1691(SortedKeyList)
       87    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 quantifier_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binop_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 and_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unary_operator_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relation_attribute_pair.py:1(<module>)
        1    0.000    0.000    0.000    0.000 equijoin_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 NetDERQuery.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ir_generator.py:559(pushNode)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 unary_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crossjoin_node.py:1(<module>)
      9/5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       69    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 boolean_node.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:2477(__init__)
        1    0.000    0.000    0.000    0.000 sql_where_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constant_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringlit_node.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ir_generator.py:565(pushIR)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_literal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Distinct.py:1(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exception_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 OntQuery.py:1(<module>)
      104    0.000    0.000    0.000    0.000 symtable.py:24(hasParent)
      157    0.000    0.000    0.000    0.000 relation_attribute_pair.py:8(getRelation)
       34    0.000    0.000    0.000    0.000 yacc.py:210(lineno)
       23    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       19    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        8    0.000    0.000    0.000    0.000 n_arity_application_node.py:11(__init__)
       65    0.000    0.000    0.000    0.000 yacc.py:201(__setitem__)
        1    0.000    0.000    0.000    0.000 AbstractInfluenceFunction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symtable.py:1(<module>)
        8    0.000    0.000    0.000    0.000 lex.py:251(input)
       22    0.000    0.000    0.000    0.000 ir.py:5(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        8    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
       24    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 NetDiffLocalRule.py:1(<module>)
        3    0.000    0.000    0.000    0.000 NetDERQuery.py:6(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        8    0.000    0.000    0.000    0.000 yacc.py:2763(__init__)
        8    0.000    0.000    0.000    0.000 lex.py:574(get_tokens)
        8    0.000    0.000    0.000    0.000 sql_generator.py:99(visit)
       34    0.000    0.000    0.000    0.000 yacc.py:221(lexpos)
      121    0.000    0.000    0.000    0.000 relation_node.py:8(getName)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.000    0.000 NetDiffGlobalRule.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ir_node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GRE.py:6(__init__)
        8    0.000    0.000    0.000    0.000 yacc.py:2889(get_tokens)
      100    0.000    0.000    0.000    0.000 variable_node.py:16(getIdentifier)
        2    0.000    0.000    0.000    0.000 inspect.py:2760(__init__)
        1    0.000    0.000    0.000    0.000 join_types.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 thereexists_node.py:13(__init__)
       24    0.000    0.000    0.000    0.000 ir_generator.py:568(popIR)
        1    0.000    0.000    0.000    0.000 constraint_bin_op.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1140(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:138(p_atomic_formula_gte)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
       69    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       45    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
        2    0.000    0.000    0.000    0.000 binary_operator_node.py:35(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       31    0.000    0.000    0.000    0.000 lexer.py:86(t_IDENTIFIER)
        1    0.000    0.000    0.000    0.000 parser.py:62(p_formula_and)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        2    0.000    0.000    0.000    0.000 ir_generator.py:325(visit)
        1    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        8    0.000    0.000    0.000    0.000 parser.py:158(p_term_list_single)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
